praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
"98,20","21,50","7,43","75,00","20,50","6,92","10,80","496,00","27,90","48,70","16,70"
"78,40","24,80","5,88","163,00","26,90","13,00","25,00","638,00","27,10","44,90","13,60"
"147,00","31,10","17,30","19,10","11,50","11,70","23,30","599,00","36,50","57,30","14,20"
"14,50","13,00","7,04","17,90","1,68","9,22","22,70","445,00","16,00","35,50","10,60"
"121,00","33,70","4,14","90,60","29,40","6,26","7,04","181,00","8,74","24,60","90,60"
"89,80","32,80","8,20","36,80","35,20","12,90","26,70","717,00","2,17","11,70","24,80"
"31,30","13,10","9,22","101,00","12,40","6,73","13,60","422,00","19,60","33,10","10,00"
"27,90","17,80","9,31","112,00","12,50","4,70","8,98","198,00","26,20","50,50","15,10"
"59,90","16,40","29,70","71,70","119,00","12,70","15,70","429,00","17,60","37,90","21,10"
"44,50","20,70","24,10","186,00","45,70","13,60","29,70","461,00","15,70","36,20","12,40"
"85,10","22,90","48,70","69,20","12,20","11,10","23,30","649,00","21,30","58,30","10,60"
"191,00","84,30","13,80","207,00","38,20","6,61","37,20","1.322,00","3,28","3,96","2,25"
"106,00","22,90","2,59","83,50","27,40","29,70","38,90","396,00","11,20","20,50","9,56"
"40,30","19,60","6,73","311,00","92,20","5,38","9,56","588,00","16,00","38,50","11,20"
"55,70","49,60","4,26","12,50","33,40","3,89","14,60","9,73","17,20","45,70","95,60"
"45,30","29,20","4,33","14,50","6,38","8,43","20,90","533,00","78,40","127,00","16,70"
"108,00","79,90","42,60","77,00","8,98","34,90","61,50","1.197,00","6,79","14,10","58,30"
"108,00","51,40","10,80","54,20","20,00","25,00","32,80","259,00","6,73","12,10","34,90"
"59,90","19,10","8,20","149,00","29,70","12,30","20,50","552,00","13,80","31,30","16,10"
"69,80","22,30","13,50","418,00","87,40","6,44","46,60","259,00","19,50","39,60","15,80"
"85,10","27,60","2,35","9,56","21,90","10,20","25,70","514,00","20,20","50,90","9,47"
"120,00","48,30","13,90","10,60","11,30","6,67","25,30","429,00","3,75","45,30","233,00"
"151,00","44,50","5,62","142,00","13,00","6,38","11,70","259,00","14,50","37,50","12,00"
"120,00","99,10","7,10","135,00","28,10","7,43","20,70","638,00","5,83","27,40","136,00"
"131,00","115,00","10,30","58,80","10,50","21,90","34,00","478,00","8,35","22,30","10,20"
"133,00","57,30","10,30","15,10","1,13","5,78","40,00","626,00","6,79","12,40","37,90"
"106,00","35,50","15,00","18,60","9,56","8,20","20,70","679,00","24,40","47,00","13,20"
"22,90","17,90","35,20","63,20","23,50","7,37","11,10","523,00","35,90","58,30","13,80"
"35,90","16,80","17,30","198,00","33,10","17,30","35,20","294,00","1,51","9,22","72,30"
"47,00","44,90","11,10","13,90","37,90","24,80","20,00","547,00","18,30","44,50","17,80"
"38,90","26,90","11,00","68,50","17,50","18,90","25,50","418,00","40,00","62,60","22,30"
"54,70","28,40","12,70","53,30","85,10","38,20","57,30","882,00","28,90","46,60","19,30"
"46,60","20,40","19,50","27,40","9,06","19,10","18,80","583,00","14,50","34,00","13,60"
"78,40","32,80","15,10","13,30","11,00","7,91","22,50","1.094,00","17,60","36,80","14,50"
"49,10","24,80","10,60","18,10","25,30","12,40","28,90","389,00","7,43","20,50","69,80"
"59,40","18,30","5,67","143,00","42,90","15,40","28,40","483,00","18,40","28,60","10,20"
"109,00","38,20","7,91","14,50","25,30","23,70","28,40","487,00","21,30","39,60","24,60"
"78,40","76,40","3,37","147,00","8,35","5,94","18,60","737,00","3,40","18,60","66,70"
"39,20","12,30","12,10","132,00","17,90","11,00","20,90","973,00","13,90","29,20","19,10"
"89,00","34,90","13,90","27,40","87,40","14,10","21,10","638,00","22,90","28,90","15,80"
"74,30","17,80","8,51","123,00","34,00","44,10","67,30","400,00","17,20","46,60","25,00"
"47,40","22,90","3,11","15,70","9,91","10,60","23,90","400,00","17,60","32,20","12,20"
"60,40","24,80","11,10","1.114,00","126,00","7,43","9,65","615,00","1,13","112,00","6,10"
"80,60","20,90","13,60","76,40","20,20","28,90","35,50","246,00","8,20","18,40","74,30"
"21,50","18,10","9,56","108,00","26,20","10,50","7,50","433,00","10,40","24,40","10,90"
"189,00","61,00","10,50","150,00","25,70","9,47","26,90","552,00","4,03","15,30","62,10"
"31,60","16,80","6,61","3,52","5,67","16,40","39,60","1.009,00","2,19","23,90","112,00"
"115,00","36,80","11,30","17,60","3,59","36,50","51,90","316,00","9,47","18,80","2,11"
"114,00","59,40","7,91","17,30","31,30","18,80","27,10","322,00","25,30","52,30","35,50"
"17,90","25,30","22,70","43,30","91,40","13,80","20,40","429,00","6,15","15,30","91,40"
"39,20","14,50","1,96","215,00","33,40","8,90","20,70","437,00","6,26","17,80","17,20"
"126,00","142,00","17,30","10,00","3,25","7,64","28,40","382,00","8,58","20,00","8,58"
"35,90","22,70","7,70","22,90","9,73","6,73","15,00","610,00","28,10","44,90","17,30"
"207,00","56,70","3,52","172,00","20,00","5,67","19,30","316,00","17,80","48,30","56,70"
"62,10","27,60","16,10","37,50","32,80","19,50","38,90","470,00","3,59","27,10","96,50"
"101,00","39,20","33,40","91,40","52,80","8,43","27,90","223,00","15,40","30,50","5,73"
"15,10","14,70","4,07","19,50","38,20","2,94","18,40","3,40","21,50","46,60","15,70"
"105,00","105,00","7,70","26,40","25,90","7,04","38,50","890,00","23,50","59,40","200,00"
"62,60","33,40","10,10","51,90","18,30","17,50","32,80","313,00","31,60","53,80","12,70"
"30,50","27,90","13,00","20,50","5,57","4,78","15,30","615,00","45,70","77,70","14,10"
"5,99","19,30","9,73","10,90","48,30","16,50","24,60","679,00","53,30","73,00","25,00"
"8,82","4,96","8,98","17,50","56,70","11,00","21,90","389,00","20,90","49,10","13,30"
"37,20","20,90","13,70","26,20","63,20","6,44","15,80","578,00","3,79","16,50","47,80"
"16,30","9,47","10,20","65,50","28,60","13,30","24,60","692,00","13,80","29,20","41,00"
"24,60","35,90","10,60","11,70","31,60","15,50","26,90","407,00","48,70","84,30","30,00"
"75,70","21,10","25,90","122,00","66,10","23,70","39,60","328,00","23,50","41,80","8,66"
"80,60","34,00","8,43","127,00","23,50","38,20","62,60","2.091,00","2,33","3,40","6,79"
"33,10","11,20","13,20","86,60","10,80","26,20","39,60","382,00","49,10","73,00","20,20"
"33,40","15,70","2,62","271,00","33,40","8,58","16,70","509,00","12,10","25,90","20,90"
"34,30","16,40","16,10","21,50","5,78","25,70","45,70","433,00","13,50","32,20","18,40"
"44,90","20,40","18,40","23,70","7,17","11,50","19,80","337,00","17,60","45,70","25,30"
"36,50","16,30","17,50","42,60","58,30","8,74","20,90","599,00","31,90","76,40","20,90"
"138,00","39,20","1,88","149,00","15,30","10,60","15,40","737,00","1,00","82,80","5,67"
"68,50","34,60","20,20","40,00","65,50","11,70","24,80","583,00","22,70","47,80","22,90"
"13,70","7,50","16,70","8,06","10,90","14,70","27,90","538,00","14,60","34,30","13,30"
"75,70","44,90","6,98","50,00","11,10","10,80","17,00","594,00","18,40","26,20","15,80"
"35,90","36,80","2,25","3,62","12,70","9,82","21,50","519,00","1,72","18,30","78,40"
"69,80","28,60","2,11","181,00","28,60","14,20","47,80","730,00","25,50","42,60","22,70"
"68,50","39,60","16,30","21,70","34,30","4,91","22,30","403,00","24,60","41,80","15,70"
"38,90","16,00","1,68","186,00","29,40","58,30","96,50","1.611,00","2,46","8,13","22,50"
"35,20","29,70","18,30","47,80","48,30","17,20","31,10","445,00","10,10","17,60","10,00"
"29,70","20,20","12,70","22,70","5,88","11,10","23,70","237,00","25,30","42,90","17,20"
"61,50","23,90","25,70","122,00","35,20","104,00","160,00","649,00","2,02","10,00","73,00"
"129,00","42,90","2,97","4,26","6,10","8,13","19,30","346,00","8,28","26,90","50,00"
"91,40","27,60","6,98","25,30","26,40","5,23","12,50","906,00","25,50","45,30","17,30"
"66,70","23,70","9,39","16,00","40,00","17,30","29,20","407,00","15,70","41,80","7,57"
"79,10","31,10","18,40","44,50","26,70","4,07","19,30","965,00","11,90","16,30","9,91"
"61,00","42,60","1,00","334,00","22,10","8,06","32,50","820,00","6,04","12,30","4,78"
"51,90","16,80","11,40","12,60","16,70","2,81","20,50","858,00","14,10","28,90","14,30"
"13,70","9,82","5,33","109,00","29,40","25,30","38,50","445,00","15,30","24,60","9,31"
"22,50","14,20","7,04","195,00","31,60","43,70","63,80","1.486,00","8,98","24,10","8,28"
"46,10","21,90","1,45","2,76","7,10","11,10","25,50","638,00","18,80","36,20","13,90"
"13,70","25,90","23,90","36,80","11,90","8,28","21,90","799,00","25,70","47,80","16,10"
"27,40","14,10","18,80","20,50","3,40","10,90","16,40","196,00","17,50","35,20","15,10"
"73,70","30,00","23,50","73,70","23,90","8,82","21,30","813,00","17,30","41,80","8,20"
"17,20","21,90","13,30","12,20","19,80","4,29","2,74","445,00","20,90","25,70","20,20"
"59,40","20,70","15,70","28,10","15,50","23,50","26,20","389,00","4,03","18,40","77,70"
"67,30","30,20","12,60","667,00","86,60","24,10","41,80","253,00","7,23","13,80","6,98"
"39,20","18,90","12,30","47,00","25,90","30,80","45,30","457,00","9,82","27,60","75,00"
"67,90","31,30","9,56","91,40","23,50","51,90","82,80","2.207,00","24,10","43,70","8,98"
"52,30","45,70","5,62","129,00","19,10","30,20","64,40","673,00","57,80","84,30","31,10"
"89,00","38,20","7,17","13,20","18,40","18,80","25,00","349,00","20,40","34,00","17,90"
"54,20","20,70","1,00","105,00","13,10","22,30","42,90","1.134,00","2,15","7,77","76,40"
"51,90","58,80","6,44","176,00","10,30","4,37","18,30","851,00","13,10","25,70","21,10"
"31,30","10,40","10,70","118,00","29,40","19,80","27,60","322,00","23,90","39,20","22,30"
"69,80","34,60","9,65","223,00","36,80","12,40","18,40","851,00","1,51","72,30","11,30"
"28,90","29,40","23,70","50,90","93,90","6,98","19,10","552,00","15,50","29,20","12,70"
"95,60","49,10","4,41","141,00","10,80","9,91","20,50","519,00","20,00","44,50","15,50"
"47,40","21,70","7,37","16,80","5,57","16,70","23,30","325,00","17,20","32,20","16,10"
"61,50","40,70","11,30","90,60","20,40","3,96","7,04","186,00","17,20","34,30","12,70"
"40,70","25,00","23,90","264,00","58,80","15,80","33,70","638,00","20,90","35,90","9,22"
"46,10","29,70","9,73","13,70","8,51","24,60","36,20","483,00","19,80","36,20","9,39"
"32,80","19,10","5,62","19,80","13,90","21,90","33,70","368,00","25,70","49,60","13,30"
"93,90","23,30","5,99","219,00","38,20","10,20","20,50","594,00","11,10","23,70","5,38"
"67,30","33,40","20,50","25,00","1,78","7,99","16,30","667,00","11,00","34,00","9,14"
"37,20","11,80","17,90","16,10","17,90","13,10","62,60","2.864,00","32,20","62,60","37,50"
"38,20","22,50","13,20","8,66","9,14","6,10","6,61","470,00","4,00","21,10","115,00"
"20,70","22,70","21,70","21,70","14,60","9,65","45,70","1.104,00","5,28","43,30","205,00"
"13,60","13,70","5,94","10,30","17,20","8,20","24,60","429,00","24,10","51,90","20,00"
"173,00","193,00","10,80","14,30","9,14","17,60","31,30","248,00","20,40","58,80","20,70"
"14,70","18,60","11,20","45,30","10,10","22,50","27,40","209,00","11,10","33,10","16,00"
"75,00","25,00","5,28","133,00","44,10","31,30","53,30","1.000,00","15,80","42,90","64,40"
"85,80","67,30","8,06","32,20","31,30","35,20","40,00","403,00","2,59","25,30","49,60"
"87,40","44,50","34,60","47,80","17,20","18,60","33,70","300,00","10,90","32,20","46,10"
"38,20","24,40","22,90","20,20","11,10","3,19","23,30","851,00","2,86","11,30","31,60"
"38,20","24,10","1,21","514,00","59,90","26,90","41,80","509,00","3,72","23,90","154,00"
"40,00","12,20","11,20","21,50","44,10","21,70","32,20","478,00","15,30","41,80","18,80"
"77,70","20,90","45,70","50,90","16,80","32,80","48,70","1.433,00","17,20","31,90","7,91"
"74,30","29,70","2,46","219,00","13,00","9,06","20,40","750,00","48,30","89,00","31,30"
"41,80","20,20","9,47","149,00","41,40","34,90","75,70","1.241,00","3,08","24,80","25,50"
"49,10","22,10","2,79","83,50","16,40","8,90","15,50","449,00","20,70","39,20","23,50"
"50,00","27,10","7,70","16,00","41,00","8,82","11,80","784,00","22,70","47,80","15,30"
"29,20","45,70","7,04","62,10","17,00","10,10","23,50","685,00","13,80","36,20","104,00"
"80,60","36,80","6,92","98,20","17,60","13,60","21,30","626,00","11,30","42,20","153,00"
"65,50","32,20","9,39","15,50","13,50","7,77","23,90","1.554,00","15,70","32,20","8,98"
"179,00","55,70","18,80","509,00","80,60","11,50","16,00","164,00","25,00","33,70","15,00"
"34,00","24,10","3,65","47,80","31,90","22,50","59,90","1.358,00","38,90","67,30","18,90"
"55,70","35,50","47,40","73,00","176,00","8,98","20,90","552,00","16,30","25,50","13,00"
"80,60","36,50","4,61","89,00","10,20","19,50","28,90","533,00","10,50","23,90","50,90"
"31,30","32,80","10,60","25,70","49,10","11,40","38,90","1.596,00","23,90","51,40","13,10"
"49,60","32,20","17,90","7,84","9,31","6,79","13,50","604,00","16,30","28,90","11,10"
"167,00","79,10","31,60","49,10","23,70","13,20","17,30","500,00","13,90","30,00","15,40"
"71,70","50,90","5,73","130,00","8,74","13,30","28,40","478,00","1,23","18,80","114,00"
"66,10","47,40","6,49","26,90","34,60","8,98","31,90","453,00","1,30","13,80","79,90"
"52,80","14,60","25,70","178,00","41,80","6,21","10,80","255,00","16,80","36,80","17,00"
"123,00","27,40","10,80","13,70","42,60","5,05","15,30","939,00","13,90","25,70","9,31"
"47,40","22,50","1,91","229,00","23,10","11,00","27,40","573,00","13,20","40,30","17,80"
"21,50","18,10","7,30","34,90","15,70","9,47","14,20","644,00","3,55","16,30","33,10"
"42,20","13,50","13,80","68,50","31,90","4,78","34,60","422,00","28,60","42,60","20,20"
"9,65","16,10","12,40","21,70","1,47","13,00","35,20","470,00","24,10","43,70","23,10"
"28,90","21,50","8,74","15,80","35,50","3,46","21,90","355,00","17,80","44,10","11,80"
"93,90","44,50","12,10","10,00","4,29","25,30","32,20","396,00","3,19","26,40","99,10"
"69,80","20,90","4,53","5,67","4,41","25,00","39,60","319,00","16,50","40,70","75,70"
"41,80","14,60","8,20","15,70","16,00","8,74","11,90","382,00","15,70","35,50","4,78"
"12,00","21,30","11,30","74,30","13,80","7,91","20,00","939,00","30,20","48,70","5,67"
"31,10","23,90","21,90","19,10","10,10","13,20","20,70","505,00","6,79","17,30","13,80"
"62,10","30,20","17,80","15,40","6,55","8,13","22,10","457,00","10,00","17,60","8,13"
"14,90","16,80","12,50","31,60","12,70","17,80","28,10","276,00","18,10","35,90","19,10"
"34,00","23,30","13,20","202,00","23,30","21,90","30,20","319,00","18,10","22,70","1,46"
"69,20","19,30","12,60","12,40","12,10","11,10","23,90","615,00","1,75","7,50","10,20"
"50,90","20,70","9,73","150,00","17,00","4,29","14,50","164,00","14,90","18,10","9,73"
"38,90","27,10","3,19","15,00","8,35","10,80","22,70","685,00","15,00","35,50","13,10"
"88,20","24,40","1,78","87,40","11,80","25,90","47,00","392,00","13,70","17,30","7,64"
"107,00","54,20","63,80","235,00","115,00","18,10","34,30","382,00","16,30","19,50","8,82"
"54,70","27,40","6,38","15,80","25,00","58,30","98,20","1.420,00","18,10","24,80","7,17"
"10,40","4,57","18,90","25,50","13,60","4,07","44,10","644,00","24,40","42,90","6,38"
"59,90","8,28","17,20","52,80","2,44","14,60","26,20","538,00","3,16","9,82","2,97"
"101,00","25,30","5,99","235,00","34,30","1,45","21,70","673,00","22,70","26,20","12,30"
"14,60","28,90","10,60","87,40","22,70","29,40","47,00","365,00","13,80","11,70","8,35"
"143,00","67,30","3,79","9,56","54,70","3,85","14,60","221,00","7,17","16,70","13,60"
"96,50","29,70","13,90","16,00","2,46","6,98","19,50","1.055,00","10,70","11,10","3,89"
"103,00","89,80","5,09","4,74","7,37","9,91","24,80","557,00","21,30","38,50","14,60"
"36,50","17,90","1,04","343,00","30,20","10,40","39,60","1.700,00","7,91","9,82","5,67"
"66,70","81,30","12,20","14,50","4,37","17,30","31,60","286,00","16,00","14,30","4,45"
"64,40","35,20","15,50","11,20","7,70","7,10","22,70","433,00","20,90","25,90","8,43"
"110,00","34,00","14,10","31,30","25,30","7,30","16,50","505,00","17,80","29,20","11,70"
"23,10","30,20","1,10","311,00","27,10","11,50","23,70","594,00","18,60","28,90","7,91"
"145,00","32,50","11,80","52,30","19,10","35,20","59,40","389,00","18,60","25,70","5,14"
"48,70","17,30","1,38","13,60","56,20","4,96","26,90","1.263,00","11,00","15,70","8,90"
"18,80","13,30","7,23","89,00","23,90","8,74","18,10","692,00","4,14","19,50","94,70"
"64,40","31,10","7,91","246,00","51,40","22,10","37,20","385,00","21,50","28,90","17,90"
"35,20","19,10","19,80","53,80","77,00","22,10","32,80","334,00","16,70","28,10","5,47"
"29,70","22,90","13,60","45,70","13,90","18,80","35,20","552,00","18,30","31,30","6,79"
"52,80","14,20","13,60","11,20","7,91","6,98","24,60","422,00","2,19","9,14","67,30"
"34,00","17,80","19,10","16,10","6,73","6,21","13,10","667,00","12,30","5,99","3,43"
"42,90","14,50","69,20","186,00","32,80","4,87","23,30","382,00","13,20","25,70","3,22"
"33,40","27,40","10,10","61,50","13,10","10,80","24,10","573,00","3,37","4,14","8,90"
"111,00","38,20","10,50","12,60","9,82","36,80","64,90","1.596,00","19,30","19,60","8,20"
"84,30","30,20","15,70","19,10","17,00","21,10","32,80","311,00","17,80","31,60","3,13"
"37,90","20,90","6,85","59,40","22,70","6,10","5,67","704,00","15,40","15,10","10,10"
"64,40","34,30","9,14","89,80","15,10","5,83","12,10","271,00","17,00","23,70","8,51"
"44,50","22,10","4,87","12,10","12,00","2,69","20,40","685,00","17,60","16,50","13,60"
"36,80","20,70","12,50","13,10","10,50","47,80","59,40","835,00","19,30","45,30","5,62"
"111,00","42,90","11,30","14,10","9,47","18,60","32,80","244,00","46,60","55,20","9,06"
"42,60","16,30","15,00","50,90","20,00","12,50","25,00","352,00","12,30","16,30","1,88"
"12,50","32,20","11,90","75,00","20,20","25,30","37,50","418,00","16,80","73,70","163,00"
"28,10","30,50","9,73","52,30","5,99","3,49","15,30","19,80","15,70","26,20","10,60"
"83,50","75,00","9,14","82,00","30,00","20,00","36,50","385,00","19,50","34,90","11,50"
"87,40","39,20","14,60","403,00","84,30","29,20","45,30","461,00","12,20","26,70","5,00"
"29,40","29,70","9,39","77,70","26,20","17,80","24,40","385,00","9,14","34,90","120,00"
"49,10","22,50","9,91","21,30","55,20","8,82","12,60","599,00","9,73","43,70","198,00"
"122,00","85,10","10,00","17,30","20,40","25,00","44,10","1.420,00","2,81","11,80","59,40"
"28,10","17,80","10,30","21,10","35,50","17,80","29,20","835,00","3,31","12,50","2,23"
"19,30","17,30","20,00","34,00","8,90","12,00","24,60","523,00","15,70","24,60","20,70"
"3,65","10,90","14,20","67,30","33,70","4,18","16,80","23,30","2,00","7,70","48,70"
"25,50","1,25","16,30","15,00","8,20","16,80","29,40","292,00","15,50","18,90","3,52"
"31,30","22,70","4,83","12,60","11,00","21,10","31,60","289,00","25,90","41,00","17,50"
"16,70","5,38","1,01","11,80","20,40","16,00","25,30","274,00","19,50","21,10","13,80"
"71,70","19,50","10,60","28,60","28,40","23,90","38,50","316,00","15,50","26,40","6,15"
"37,50","10,30","11,70","51,90","15,80","5,05","26,40","53,80","5,88","8,51","6,67"
"3,46","1,47","9,06","36,20","71,00","5,28","20,40","284,00","16,70","34,30","10,30"
"34,90","21,30","9,22","178,00","7,70","38,90","64,40","1.911,00","29,70","42,20","12,40"
"23,90","17,80","7,99","40,70","14,50","31,10","81,30","1.762,00","15,70","12,90","5,00"
"26,40","29,20","15,30","10,60","6,55","10,90","24,80","426,00","11,30","28,90","17,20"
"17,30","15,80","12,70","18,90","5,94","4,57","14,50","1.018,00","17,80","41,00","4,37"
"73,70","25,30","4,83","12,10","28,60","6,21","18,40","621,00","15,10","30,80","8,58"
"64,90","23,50","6,32","23,10","33,10","12,70","29,20","599,00","17,80","23,10","4,57"
"53,80","14,50","9,14","227,00","29,20","9,73","16,00","692,00","3,00","10,80","2,25"
"49,60","23,70","13,60","20,70","40,00","20,70","42,60","313,00","12,50","13,60","9,39"
"1,35","8,82","18,80","14,90","7,17","14,60","18,40","457,00","11,00","13,60","6,55"
"50,90","15,10","1,21","1,33","7,64","7,17","14,90","567,00","11,90","11,50","7,50"
"24,80","9,65","6,67","246,00","30,50","2,97","24,10","352,00","37,20","41,80","7,64"
"86,60","26,20","23,30","86,60","111,00","17,30","28,90","509,00","6,61","10,50","14,70"
"34,90","11,50","19,60","11,90","14,50","14,70","31,90","437,00","19,50","30,20","2,71"
"60,40","16,50","9,39","155,00","22,70","19,30","62,10","567,00","17,00","23,70","13,20"
"54,20","27,40","15,00","15,00","8,66","5,19","16,40","882,00","24,80","39,60","20,40"
"58,30","28,60","7,99","11,70","2,97","5,47","15,10","34,00","2,55","2,07","7,84"
"65,50","16,80","16,40","18,60","10,80","23,10","38,20","461,00","26,90","39,60","7,37"
"67,30","20,70","28,40","51,90","21,10","5,73","16,40","610,00","1,00","2,11","2,79"
"109,00","31,90","2,53","1,08","509,00","17,30","18,60","241,00","14,90","21,90","2,89"
"127,00","68,50","25,90","70,40","139,00","17,90","38,20","382,00","1,00","16,50","6,92"
"115,00","37,90","32,80","34,00","18,10","19,60","27,60","445,00","12,60","17,30","10,60"
"21,30","13,50","11,50","20,00","95,60","18,90","28,90","491,00","3,00","17,30","73,70"
"14,50","18,90","21,30","20,40","17,90","19,30","20,50","262,00","15,30","22,50","3,89"
"56,70","23,70","8,82","69,80","16,40","18,60","44,50","1.310,00","8,82","13,90","7,10"
"26,40","19,60","23,10","11,40","6,85","13,10","21,30","547,00","13,20","13,70","8,35"
"9,39","6,04","6,26","5,83","3,75","20,50","35,50","396,00","14,20","16,10","8,28"
"13,10","17,20","16,10","12,40","13,20","8,20","27,60","533,00","5,94","39,60","95,60"
"63,20","28,10","17,20","21,30","5,28","19,60","34,60","661,00","52,30","163,00","57,80"
"48,30","23,30","5,19","75,00","21,70","17,80","28,60","673,00","15,70","34,00","3,82"
"31,60","16,70","7,43","250,00","23,50","12,20","25,30","496,00","10,10","13,60","9,91"
"31,90","24,60","13,70","24,80","13,50","6,15","15,80","621,00","22,70","31,10","7,43"
"41,00","17,50","8,66","46,10","35,90","3,96","13,90","418,00","21,10","38,50","12,90"
"16,80","17,80","17,00","21,10","6,04","3,92","12,90","562,00","8,82","10,60","36,20"
"44,50","12,50","3,25","379,00","69,80","17,50","37,90","372,00","5,33","9,65","1,63"
"1,00","10,70","15,00","15,00","18,80","31,10","45,30","461,00","38,50","60,40","183,00"
"19,60","5,67","1,00","99,10","12,30","13,80","42,90","1.197,00","7,57","48,30","91,40"
"26,70","18,90","19,60","14,30","4,41","18,80","25,00","457,00","16,80","19,80","11,50"
"34,00","25,00","11,50","19,50","15,80","14,30","15,50","519,00","12,10","14,30","1,79"
"74,30","35,90","9,82","104,00","35,50","23,30","30,20","433,00","15,50","25,90","5,57"
"44,50","44,50","4,41","68,50","9,91","32,80","47,80","403,00","77,00","133,00","49,60"
"23,90","29,70","4,41","15,50","14,90","21,30","34,00","311,00","14,50","22,50","8,66"
"22,30","34,60","2,02","124,00","4,96","33,40","35,50","340,00","15,10","19,50","1,19"
"118,00","24,10","6,32","188,00","34,00","13,70","22,30","396,00","24,80","48,30","76,40"
"109,00","38,50","11,70","18,60","18,30","9,73","18,90","362,00","15,80","25,30","6,15"
"73,70","20,70","5,78","143,00","32,20","3,72","12,60","483,00","13,30","11,10","5,05"
"25,90","23,10","27,90","37,50","12,50","13,30","25,90","453,00","1,04","17,30","14,90"
"75,70","34,30","16,10","58,80","21,10","12,70","23,50","300,00","3,25","7,91","3,08"
"37,90","6,73","11,00","34,00","35,90","31,10","34,60","316,00","8,13","14,50","6,85"
"41,40","21,70","3,37","239,00","19,80","6,98","15,80","914,00","8,98","23,70","34,00"
"90,60","29,40","12,50","57,30","12,70","2,46","11,40","533,00","19,50","42,60","27,40"
"19,10","40,70","13,10","22,30","9,47","13,00","26,90","403,00","14,70","18,60","15,30"
"63,20","36,20","14,20","62,60","15,00","11,90","19,30","389,00","20,00","37,50","20,40"
"75,00","31,60","10,20","118,00","26,70","13,70","20,70","449,00","13,90","31,30","10,50"
"36,80","24,40","6,79","12,70","7,99","12,40","34,00","422,00","10,60","25,50","5,00"
"42,60","14,70","17,90","6,73","31,60","10,60","67,30","2.571,00","1,00","63,80","4,10"
"41,40","34,30","5,83","241,00","22,30","7,50","7,50","685,00","2,86","1,33","5,94"
"20,20","17,80","6,32","111,00","42,90","4,10","16,30","375,00","5,88","29,20","145,00"
"13,20","9,14","4,91","2,71","1,29","12,30","24,40","474,00","15,30","16,50","7,64"
"18,30","11,30","8,20","221,00","35,90","264,00","528,00","5.989,00","6,15","10,60","4,66"
"11,90","4,53","2,48","121,00","9,82","5,47","15,00","547,00","15,30","26,20","10,20"
"53,80","25,50","2,89","183,00","29,70","10,10","17,00","692,00","8,82","6,61","8,58"
"10,00","10,20","11,70","21,90","17,80","32,20","52,80","1.176,00","49,60","121,00","32,80"
"58,30","32,80","12,20","1,38","27,90","26,40","50,90","784,00","46,10","88,20","18,80"
"94,70","50,00","6,85","10,20","31,60","33,70","38,90","276,00","8,90","23,90","1,68"
"27,40","21,50","7,04","6,38","74,30","5,73","15,30","610,00","16,40","13,30","3,31"
"37,20","15,00","15,00","11,00","9,22","21,30","31,30","255,00","8,90","14,20","13,70"
"153,00","107,00","11,40","75,00","8,66","15,00","63,20","2.969,00","14,10","14,90","6,73"
"51,90","10,30","10,90","85,80","27,40","3,34","13,70","217,00","28,40","51,40","12,90"
"78,40","25,90","1,00","264,00","44,50","17,30","28,90","509,00","11,70","16,50","3,68"
"69,80","24,40","54,70","129,00","14,10","15,40","27,90","375,00","4,37","12,30","10,10"
"106,00","45,30","6,79","142,00","27,40","6,85","23,90","1.252,00","29,40","28,10","9,06"
"204,00","75,70","24,60","49,10","105,00","24,60","51,90","1.009,00","22,30","27,40","4,87"
"53,30","21,30","9,22","9,65","17,00","10,60","47,00","1.625,00","10,70","14,30","5,28"
"44,90","22,10","12,10","41,80","14,60","9,47","21,10","429,00","25,70","39,20","14,30"
"38,20","16,00","29,70","31,10","30,00","12,40","18,60","621,00","12,40","19,80","8,51"
"8,20","9,91","6,26","13,80","9,14","26,40","30,50","389,00","17,50","17,60","5,23"
"93,90","46,10","3,43","8,20","55,70","10,50","18,10","461,00","11,30","13,30","12,70"
"32,80","18,40","6,49","24,40","4,61","22,30","36,80","322,00","20,20","34,30","3,05"
"80,60","40,70","22,70","10,30","8,06","13,80","56,20","2.864,00","16,00","26,90","3,62"
"7,57","23,50","1,43","6,92","18,10","2,84","1,31","136,00","12,60","30,50","7,10"
"28,90","19,10","37,20","9,56","58,30","6,61","13,60","82,00","15,80","24,40","16,50"
"9,82","7,43","6,73","13,80","46,60","30,80","42,60","466,00","15,10","24,10","12,00"
"93,90","38,90","9,73","125,00","20,50","25,90","38,50","453,00","7,77","35,50","223,00"
"40,30","24,80","50,00","229,00","88,20","15,00","29,40","248,00","15,10","19,50","8,58"
"35,90","34,90","4,14","13,20","30,00","7,64","25,00","638,00","17,60","30,00","7,99"
"66,10","27,90","4,57","183,00","44,10","4,10","22,30","698,00","10,80","31,10","4,96"
"41,80","19,50","3,43","8,58","8,28","5,88","17,00","362,00","21,50","26,40","8,98"
"20,90","27,60","13,60","48,30","54,70","1,00","1,47","198,00","13,20","22,70","8,51"
"16,40","8,90","33,10","54,20","16,50","26,40","35,20","466,00","9,65","13,30","1,43"
"59,40","32,20","55,70","97,30","37,50","19,50","30,20","331,00","11,30","18,40","6,15"
