praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
"117,00","173,00","176,00","311,00","7,04","54,70","429,00","4,00","154,00","906,00","139,00"
"57,80","114,00","400,00","730,00","6,44","41,40","179,00","12,60","403,00","2.129,00","2.436,00"
"235,00","355,00","717,00","1.433,00","29,70","37,50","205,00","15,70","96,50","547,00","160,00"
"644,00","1.009,00","828,00","1.472,00","80,60","32,80","160,00","6,67","59,40","340,00","80,60"
"368,00","632,00","491,00","791,00","13,90","22,90","123,00","18,40","204,00","1.018,00","2.864,00"
"313,00","461,00","50,50","142,00","71,70","38,50","271,00","8,20","47,00","279,00","124,00"
"186,00","286,00","2.110,00","3.491,00","53,80","20,20","145,00","2,97","54,20","311,00","103,00"
"200,00","286,00","267,00","478,00","7,99","60,40","375,00","6,92","223,00","1.219,00","1.843,00"
"325,00","519,00","178,00","328,00","2,69","89,80","655,00","7,99","59,40","305,00","217,00"
"743,00","1.124,00","93,90","167,00","10,20","41,00","316,00","5,94","189,00","1.230,00","237,00"
"127,00","250,00","131,00","257,00","8,98","21,90","103,00","8,58","109,00","692,00","158,00"
"108,00","167,00","284,00","470,00","9,06","61,00","311,00","3,05","42,90","215,00","75,70"
"1.715,00","2.480,00","365,00","704,00","8,20","84,30","505,00","14,90","36,50","189,00","111,00"
"334,00","528,00","155,00","284,00","4,26","99,10","557,00","20,20","83,50","538,00","178,00"
"126,00","205,00","168,00","284,00","10,10","61,00","340,00","16,80","85,10","509,00","191,00"
"138,00","255,00","54,20","90,60","5,14","42,60","300,00","2,48","158,00","939,00","253,00"
"445,00","632,00","183,00","355,00","4,53","39,20","211,00","8,66","75,70","496,00","173,00"
"851,00","1.310,00","389,00","632,00","4,37","63,80","349,00","69,80","241,00","1.407,00","982,00"
"121,00","205,00","93,10","211,00","9,91","8,28","22,50","58,30","57,30","429,00","111,00"
"2.329,00","3.398,00","328,00","567,00","12,40","111,00","717,00","9,06","151,00","1.055,00","237,00"
"217,00","308,00","267,00","496,00","7,30","30,50","231,00","13,90","135,00","750,00","297,00"
"147,00","215,00","184,00","325,00","5,73","20,70","141,00","1,70","39,60","257,00","241,00"
"189,00","328,00","359,00","649,00","5,83","59,90","319,00","20,70","56,20","352,00","396,00"
"168,00","248,00","547,00","991,00","17,60","51,90","322,00","12,60","38,50","257,00","74,30"
"311,00","514,00","250,00","418,00","16,40","95,60","542,00","14,20","93,10","698,00","262,00"
"2.017,00","3.220,00","104,00","179,00","1,00","123,00","770,00","35,50","35,50","241,00","117,00"
"449,00","667,00","1.055,00","1.794,00","38,20","36,20","160,00","23,70","50,90","313,00","69,80"
"257,00","355,00","799,00","1.655,00","40,00","40,00","289,00","10,10","1.065,00","4.958,00","1.310,00"
"161,00","300,00","743,00","1.472,00","31,60","24,80","142,00","6,61","777,00","3.854,00","1.165,00"
"379,00","604,00","331,00","632,00","11,50","97,30","533,00","11,00","81,30","457,00","227,00"
"41,00","45,30","644,00","1.144,00","22,10","79,10","519,00","19,50","45,30","92,20","667,00"
"227,00","362,00","138,00","253,00","2,27","56,20","392,00","6,67","198,00","1.219,00","281,00"
"237,00","311,00","196,00","343,00","7,37","69,80","400,00","13,60","93,90","437,00","621,00"
"1.486,00","2.227,00","743,00","1.407,00","15,30","106,00","698,00","28,10","139,00","799,00","322,00"
"79,90","104,00","101,00","186,00","9,22","42,60","313,00","7,17","49,10","281,00","77,00"
"806,00","1.219,00","183,00","337,00","1,01","80,60","610,00","2,76","186,00","1.134,00","392,00"
"153,00","286,00","562,00","1.046,00","11,10","141,00","914,00","7,91","118,00","698,00","1.685,00"
"195,00","328,00","799,00","1.526,00","23,30","57,80","193,00","2,21","170,00","1.084,00","221,00"
"244,00","400,00","119,00","215,00","6,85","62,10","385,00","7,04","49,60","300,00","127,00"
"1.114,00","1.685,00","158,00","286,00","9,65","19,10","75,00","6,10","25,70","146,00","46,10"
"538,00","764,00","2.267,00","3.619,00","91,40","82,00","474,00","23,70","679,00","3.555,00","1.176,00"
"31,10","99,10","35,90","58,30","4,33","61,50","403,00","1,00","31,30","163,00","661,00"
"496,00","730,00","142,00","284,00","1,00","32,20","195,00","46,10","77,00","396,00","137,00"
"279,00","429,00","379,00","723,00","10,20","60,40","375,00","11,70","28,90","207,00","80,60"
"1.526,00","2.187,00","281,00","483,00","10,60","19,50","82,80","7,57","164,00","866,00","2.148,00"
"828,00","1.263,00","219,00","457,00","17,30","23,70","118,00","3,22","97,30","737,00","337,00"
"259,00","368,00","124,00","202,00","10,40","19,10","129,00","4,29","45,70","253,00","770,00"
"470,00","743,00","84,30","142,00","6,26","44,10","334,00","6,44","85,80","547,00","255,00"
"1.197,00","1.747,00","233,00","461,00","18,60","33,70","168,00","7,91","487,00","2.503,00","1.486,00"
"221,00","331,00","241,00","453,00","5,47","29,70","139,00","1,70","58,80","355,00","931,00"
"93,10","137,00","176,00","322,00","14,10","47,00","289,00","1,00","82,80","478,00","241,00"
"305,00","491,00","1.459,00","2.329,00","57,30","36,50","225,00","6,44","11,20","76,40","269,00"
"231,00","372,00","161,00","289,00","8,06","101,00","594,00","11,70","62,60","400,00","200,00"
"281,00","433,00","150,00","274,00","1,42","38,20","221,00","13,60","4,96","26,40","750,00"
"81,30","106,00","422,00","813,00","2,89","43,70","244,00","14,10","599,00","3.220,00","947,00"
"231,00","365,00","692,00","1.322,00","25,00","146,00","914,00","3,22","43,30","231,00","163,00"
"279,00","478,00","125,00","225,00","13,80","37,20","221,00","114,00","158,00","973,00","316,00"
"271,00","519,00","1.286,00","2.207,00","213,00","97,30","698,00","9,47","305,00","1.778,00","1.186,00"
"200,00","308,00","1.670,00","2.690,00","61,00","25,00","178,00","8,51","286,00","1.486,00","770,00"
"98,20","165,00","426,00","710,00","25,90","54,70","319,00","1,68","1.000,00","5.048,00","2.110,00"
"233,00","437,00","27,60","102,00","44,90","54,70","297,00","8,20","85,80","474,00","379,00"
"138,00","207,00","141,00","276,00","1,00","54,20","349,00","13,60","281,00","1.526,00","777,00"
"302,00","509,00","81,30","491,00","26,40","191,00","1.219,00","43,30","63,20","375,00","71,00"
"143,00","255,00","178,00","313,00","1,00","15,70","48,30","36,50","72,30","453,00","229,00"
"237,00","365,00","372,00","806,00","20,70","55,20","368,00","5,94","149,00","866,00","1.263,00"
"131,00","223,00","692,00","1.382,00","14,70","103,00","764,00","10,60","191,00","1.263,00","253,00"
"372,00","519,00","478,00","799,00","22,30","47,80","281,00","6,49","61,00","385,00","145,00"
"523,00","890,00","250,00","410,00","10,60","141,00","866,00","85,10","24,40","147,00","94,70"
"325,00","542,00","262,00","478,00","20,00","79,10","429,00","3,46","21,50","118,00","124,00"
"474,00","791,00","302,00","410,00","10,00","53,30","407,00","13,20","253,00","1.286,00","372,00"
"151,00","262,00","207,00","372,00","17,60","85,80","519,00","15,40","61,50","233,00","319,00"
"250,00","389,00","281,00","491,00","6,55","71,70","500,00","6,04","88,20","509,00","135,00"
"418,00","673,00","777,00","1.420,00","3,72","24,60","165,00","2,39","53,30","316,00","176,00"
"115,00","170,00","346,00","567,00","11,10","37,90","178,00","5,14","246,00","1.370,00","379,00"
"743,00","1.104,00","211,00","365,00","1,24","77,00","441,00","5,94","137,00","898,00","365,00"
"259,00","362,00","410,00","1.075,00","59,90","42,20","213,00","13,00","142,00","806,00","743,00"
"496,00","757,00","151,00","300,00","6,15","83,50","588,00","1,57","40,70","269,00","121,00"
"132,00","213,00","96,50","178,00","4,45","38,20","223,00","4,87","36,80","193,00","207,00"
"308,00","441,00","478,00","914,00","15,80","54,20","389,00","4,41","22,90","131,00","196,00"
"259,00","445,00","673,00","1.310,00","16,70","1,00","7,10","12,40","52,30","305,00","343,00"
"385,00","638,00","799,00","1.554,00","24,10","79,90","538,00","13,80","56,70","340,00","77,00"
"297,00","514,00","308,00","547,00","22,10","67,30","355,00","6,85","75,00","433,00","519,00"
"349,00","547,00","158,00","237,00","1,01","69,80","382,00","14,50","188,00","922,00","1.395,00"
"271,00","453,00","466,00","777,00","11,30","66,70","379,00","9,65","69,20","389,00","175,00"
"172,00","271,00","352,00","661,00","31,90","85,80","557,00","24,80","86,60","491,00","253,00"
"710,00","1.197,00","449,00","770,00","15,00","47,00","325,00","4,61","47,00","297,00","41,80"
"281,00","483,00","231,00","389,00","9,65","17,80","121,00","7,30","32,50","204,00","135,00"
"337,00","509,00","231,00","445,00","6,38","10,50","61,00","7,17","186,00","1.219,00","248,00"
"392,00","542,00","250,00","382,00","2,05","33,70","284,00","11,50","95,60","567,00","1.065,00"
"231,00","362,00","142,00","248,00","5,88","85,80","583,00","26,70","17,20","85,10","50,50"
"626,00","1.018,00","743,00","1.298,00","16,80","122,00","730,00","17,90","33,40","198,00","120,00"
"730,00","1.208,00","311,00","519,00","19,10","47,80","276,00","8,98","61,50","352,00","362,00"
"276,00","375,00","186,00","368,00","4,29","61,50","400,00","21,10","126,00","820,00","113,00"
"523,00","914,00","138,00","223,00","7,84","77,00","500,00","10,20","311,00","1.911,00","349,00"
"331,00","496,00","441,00","866,00","10,80","117,00","835,00","17,90","355,00","1.981,00","1.275,00"
"191,00","319,00","349,00","737,00","1,01","19,60","107,00","1,58","142,00","813,00","340,00"
"1.000,00","1.526,00","685,00","1.186,00","20,70","25,90","143,00","5,57","111,00","698,00","205,00"
"599,00","1.018,00","474,00","799,00","11,20","219,00","1.499,00","18,60","101,00","621,00","129,00"
"103,00","155,00","104,00","202,00","1,37","71,00","514,00","5,47","53,80","281,00","120,00"
"305,00","422,00","478,00","898,00","11,50","15,40","79,10","1,36","28,10","160,00","94,70"
"276,00","396,00","215,00","414,00","9,39","45,70","331,00","2,86","67,30","355,00","196,00"
"557,00","828,00","1.512,00","2.595,00","294,00","45,30","276,00","12,20","13,00","64,90","1.084,00"
"105,00","200,00","483,00","931,00","5,73","75,00","445,00","13,20","47,80","325,00","172,00"
"292,00","461,00","349,00","661,00","4,57","41,40","305,00","9,91","111,00","843,00","207,00"
"130,00","244,00","233,00","400,00","5,19","98,20","610,00","20,40","54,20","349,00","142,00"
"4.614,00","7.105,00","151,00","267,00","13,70","34,90","204,00","6,26","53,80","311,00","118,00"
"322,00","474,00","567,00","1.094,00","13,80","43,30","196,00","1,51","25,00","66,10","578,00"
"135,00","207,00","164,00","319,00","1,78","35,90","262,00","13,90","770,00","3.619,00","947,00"
"195,00","281,00","1.670,00","2.548,00","98,20","40,70","227,00","12,70","76,40","426,00","359,00"
"213,00","349,00","400,00","820,00","7,84","51,40","239,00","5,57","109,00","717,00","259,00"
"478,00","973,00","389,00","1.554,00","117,00","89,00","626,00","16,50","1.186,00","5.573,00","1.144,00"
"225,00","343,00","372,00","621,00","12,70","12,10","53,80","136,00","71,70","400,00","308,00"
"487,00","757,00","835,00","1.358,00","7,23","67,90","407,00","10,00","167,00","991,00","632,00"
"253,00","368,00","96,50","170,00","3,22","122,00","552,00","22,70","30,20","158,00","362,00"
"400,00","557,00","588,00","1.065,00","13,50","16,40","92,20","4,45","172,00","1.027,00","325,00"
"213,00","382,00","322,00","594,00","7,57","56,70","328,00","4,53","129,00","750,00","267,00"
"237,00","362,00","2.148,00","3.278,00","37,20","15,10","106,00","1,00","81,30","538,00","250,00"
"253,00","437,00","149,00","302,00","10,10","36,50","233,00","6,61","32,80","223,00","82,00"
"418,00","673,00","110,00","217,00","3,79","37,20","193,00","5,28","115,00","615,00","113,00"
"195,00","325,00","250,00","433,00","8,82","143,00","1.037,00","84,30","57,80","349,00","132,00"
"74,30","115,00","168,00","410,00","22,30","54,20","297,00","14,10","97,30","604,00","193,00"
"106,00","151,00","346,00","594,00","7,23","15,30","75,70","9,56","85,80","362,00","362,00"
"328,00","528,00","198,00","294,00","6,38","74,30","496,00","4,66","83,50","528,00","319,00"
"207,00","311,00","445,00","813,00","11,10","44,50","305,00","10,20","125,00","764,00","246,00"
"294,00","414,00","104,00","191,00","10,60","31,10","255,00","5,33","28,90","160,00","66,10"
"151,00","292,00","1.346,00","2.247,00","126,00","60,40","305,00","14,30","87,40","552,00","1.596,00"
"257,00","487,00","136,00","255,00","4,66","35,20","204,00","4,49","43,30","286,00","173,00"
"105,00","151,00","750,00","1.596,00","24,60","126,00","874,00","35,20","109,00","704,00","85,10"
"294,00","474,00","209,00","385,00","8,43","66,10","375,00","2,29","5,23","34,00","973,00"
"154,00","181,00","649,00","1.027,00","52,80","70,40","500,00","7,17","79,90","483,00","262,00"
"389,00","667,00","183,00","355,00","8,66","49,10","365,00","7,37","259,00","1.446,00","588,00"
"111,00","161,00","500,00","866,00","24,60","76,40","445,00","6,38","9,22","34,30","523,00"
"340,00","588,00","505,00","858,00","11,20","81,30","509,00","2,57","41,80","294,00","157,00"
"92,20","130,00","372,00","757,00","21,50","82,00","491,00","8,28","161,00","947,00","375,00"
"1.370,00","1.860,00","193,00","385,00","257,00","70,40","410,00","5,67","49,10","311,00","84,30"
"30,00","71,70","193,00","325,00","8,98","18,40","123,00","1,93","127,00","914,00","284,00"
"355,00","519,00","692,00","1.310,00","13,80","117,00","806,00","31,30","163,00","991,00","483,00"
"57,80","50,50","474,00","858,00","8,98","19,30","167,00","8,58","167,00","1.124,00","410,00"
"202,00","302,00","74,30","93,90","12,00","69,20","457,00","20,20","55,70","340,00","211,00"
"316,00","449,00","316,00","588,00","17,50","32,20","202,00","5,83","53,30","328,00","131,00"
"730,00","1.241,00","267,00","470,00","9,06","117,00","638,00","6,55","107,00","649,00","279,00"
"1.794,00","2.714,00","271,00","487,00","1,38","34,00","163,00","7,84","229,00","1.395,00","777,00"
"1.459,00","2.110,00","170,00","313,00","7,43","53,30","372,00","8,35","213,00","1.155,00","509,00"
"331,00","523,00","191,00","325,00","10,00","47,00","355,00","12,00","54,20","340,00","225,00"
"1.037,00","1.611,00","281,00","474,00","14,10","27,40","132,00","1,98","437,00","2.329,00","1.075,00"
"379,00","573,00","1.459,00","2.267,00","46,60","37,50","241,00","8,28","93,90","604,00","167,00"
"679,00","1.018,00","259,00","407,00","19,60","80,60","457,00","21,90","131,00","939,00","213,00"
"547,00","858,00","1.843,00","2.943,00","51,40","42,90","276,00","20,90","77,70","433,00","209,00"
"14,50","32,50","655,00","1.186,00","16,40","50,00","375,00","1,42","35,50","211,00","90,60"
"77,00","124,00","284,00","523,00","11,20","85,10","599,00","15,50","186,00","1.165,00","337,00"
"523,00","866,00","106,00","198,00","3,72","36,80","217,00","1,00","158,00","931,00","322,00"
"500,00","661,00","276,00","491,00","17,20","59,90","322,00","6,79","487,00","2.890,00","573,00"
"231,00","426,00","223,00","379,00","6,10","106,00","509,00","10,30","91,40","567,00","200,00"
"359,00","615,00","604,00","1.084,00","18,40","77,00","474,00","2,35","62,60","389,00","90,60"
"264,00","418,00","457,00","874,00","10,40","53,30","346,00","2,09","8,06","37,20","1.037,00"
"328,00","557,00","939,00","1.472,00","92,20","86,60","453,00","31,90","32,20","164,00","137,00"
"202,00","313,00","770,00","1.298,00","27,10","183,00","1.241,00","66,10","1.094,00","5.523,00","1.219,00"
"557,00","922,00","337,00","567,00","17,30","53,80","331,00","16,00","108,00","573,00","130,00"
"131,00","239,00","172,00","319,00","7,84","37,50","221,00","11,30","96,50","583,00","246,00"
"85,10","137,00","311,00","533,00","16,50","28,10","123,00","6,98","717,00","3.685,00","1.075,00"
"121,00","165,00","743,00","1.407,00","5,57","16,40","184,00","63,20","113,00","685,00","246,00"
"1.794,00","2.480,00","340,00","610,00","21,90","32,50","147,00","15,40","11,10","59,90","60,40"
"514,00","704,00","316,00","661,00","5,57","79,90","382,00","10,60","205,00","1.263,00","562,00"
"991,00","1.420,00","186,00","349,00","5,23","51,40","316,00","3,82","655,00","3.249,00","1.197,00"
"470,00","835,00","109,00","235,00","18,80","45,70","276,00","13,50","130,00","843,00","213,00"
"56,20","103,00","239,00","449,00","22,10","71,70","547,00","12,10","82,00","474,00","231,00"
"132,00","217,00","311,00","632,00","1,67","79,90","496,00","3,68","29,20","137,00","956,00"
"698,00","1.124,00","155,00","286,00","12,10","75,00","410,00","26,70","25,00","115,00","40,30"
"73,00","112,00","108,00","244,00","10,30","25,30","110,00","6,38","71,00","483,00","189,00"
"269,00","414,00","179,00","328,00","1,64","95,60","615,00","17,30","56,70","349,00","533,00"
"257,00","396,00","235,00","385,00","2,71","105,00","594,00","39,60","45,70","248,00","81,30"
"259,00","372,00","118,00","193,00","1,26","26,70","184,00","1,00","239,00","1.512,00","422,00"
"150,00","241,00","142,00","259,00","9,31","43,70","259,00","12,60","64,40","403,00","259,00"
"193,00","349,00","250,00","437,00","1,64","137,00","914,00","12,30","445,00","2.329,00","2.148,00"
"221,00","385,00","764,00","1.310,00","9,31","47,80","229,00","17,80","16,00","61,50","1.568,00"
"375,00","610,00","562,00","914,00","13,70","69,80","426,00","10,30","138,00","698,00","302,00"
"67,90","97,30","615,00","1.230,00","17,90","10,20","84,30","50,50","160,00","882,00","219,00"
"286,00","449,00","337,00","632,00","15,10","24,40","175,00","3,68","41,00","262,00","215,00"
"294,00","519,00","379,00","737,00","10,30","30,00","175,00","6,15","92,20","632,00","269,00"
"102,00","181,00","898,00","1.568,00","22,10","37,50","246,00","10,00","57,80","334,00","1.252,00"
"155,00","184,00","308,00","500,00","18,40","51,90","368,00","8,20","179,00","1.046,00","176,00"
"184,00","302,00","209,00","325,00","11,20","11,00","91,40","3,75","99,10","644,00","414,00"
"300,00","514,00","343,00","610,00","7,04","34,00","142,00","6,49","32,50","172,00","66,10"
"858,00","1.358,00","244,00","437,00","19,10","34,00","127,00","7,04","48,30","300,00","69,20"
"284,00","528,00","223,00","379,00","8,13","52,80","233,00","11,70","947,00","4.656,00","1.731,00"
"262,00","355,00","813,00","1.370,00","67,30","18,60","107,00","6,85","14,10","60,40","626,00"
"349,00","496,00","241,00","337,00","7,84","62,10","334,00","9,56","52,80","322,00","70,40"
"68,50","105,00","205,00","365,00","6,61","19,10","81,30","13,30","79,90","414,00","157,00"
"227,00","410,00","217,00","414,00","2,09","48,70","355,00","5,14","46,10","281,00","743,00"
"29,70","51,40","211,00","407,00","2,97","95,60","573,00","10,80","127,00","638,00","461,00"
"207,00","313,00","239,00","389,00","15,80","15,70","51,90","5,42","44,90","316,00","165,00"
"115,00","170,00","292,00","557,00","4,00","32,80","235,00","4,45","64,90","389,00","193,00"
"186,00","300,00","68,50","262,00","13,20","23,10","163,00","4,26","49,10","337,00","181,00"
"155,00","274,00","213,00","396,00","9,47","52,30","248,00","12,10","106,00","770,00","179,00"
"181,00","297,00","150,00","271,00","1,00","67,30","392,00","10,70","47,00","250,00","882,00"
"770,00","1.197,00","264,00","392,00","4,83","21,30","150,00","15,30","81,30","433,00","179,00"
"110,00","186,00","33,70","59,90","37,90","106,00","667,00","13,80","123,00","667,00","271,00"
"578,00","1.009,00","248,00","523,00","3,92","56,70","313,00","23,90","55,70","313,00","44,90"
"248,00","422,00","158,00","267,00","11,20","49,10","264,00","5,52","12,40","69,80","231,00"
"239,00","375,00","183,00","302,00","5,57","40,70","233,00","4,37","250,00","1.407,00","505,00"
"178,00","294,00","528,00","973,00","16,50","21,90","83,50","1,08","51,40","322,00","340,00"
"167,00","289,00","308,00","538,00","3,05","29,70","164,00","3,40","820,00","4.217,00","914,00"
"578,00","914,00","1.382,00","2.247,00","53,80","54,20","305,00","10,70","41,80","244,00","102,00"
"237,00","334,00","308,00","514,00","1,00","118,00","835,00","21,10","235,00","1.358,00","632,00"
"340,00","483,00","176,00","311,00","2,53","73,00","496,00","13,10","173,00","1.027,00","362,00"
"300,00","519,00","93,10","165,00","11,80","45,70","281,00","18,90","86,60","621,00","349,00"
"615,00","931,00","95,60","163,00","3,75","59,40","281,00","7,57","22,70","137,00","122,00"
"874,00","1.370,00","407,00","655,00","12,50","50,50","379,00","2,48","98,20","557,00","215,00"
"209,00","322,00","95,60","188,00","4,37","81,30","588,00","16,10","73,00","426,00","289,00"
"67,30","113,00","269,00","1.165,00","63,80","7,70","14,50","120,00","59,90","365,00","106,00"
"269,00","422,00","483,00","835,00","18,90","92,20","594,00","20,20","130,00","806,00","213,00"
"1.009,00","1.526,00","407,00","784,00","9,91","28,60","198,00","16,00","491,00","2.738,00","1.263,00"
"117,00","198,00","231,00","426,00","6,67","44,90","231,00","10,50","1.018,00","5.328,00","2.148,00"
"96,50","99,10","200,00","340,00","3,05","69,80","491,00","12,40","509,00","2.839,00","1.252,00"
"235,00","316,00","110,00","167,00","3,75","95,60","578,00","9,91","92,20","673,00","292,00"
"547,00","931,00","305,00","483,00","11,10","50,90","286,00","1,84","65,50","372,00","322,00"
"184,00","311,00","102,00","193,00","17,60","119,00","704,00","6,26","93,90","594,00","233,00"
"491,00","813,00","638,00","1.275,00","27,60","33,10","221,00","1,00","40,70","274,00","104,00"
"289,00","396,00","382,00","679,00","19,60","52,80","359,00","2,27","77,00","407,00","382,00"
"184,00","319,00","161,00","302,00","5,33","39,60","248,00","14,10","51,90","322,00","106,00"
"461,00","644,00","175,00","322,00","2,09","29,70","160,00","7,99","49,10","297,00","145,00"
"163,00","235,00","90,60","179,00","2,00","66,70","375,00","11,50","35,90","188,00","289,00"
"196,00","334,00","2.666,00","4.740,00","184,00","93,90","519,00","9,22","717,00","3.555,00","3.398,00"
"104,00","143,00","267,00","496,00","4,49","110,00","757,00","17,30","141,00","813,00","346,00"
"547,00","874,00","328,00","426,00","24,10","48,70","325,00","8,06","58,80","403,00","276,00"
"355,00","594,00","308,00","505,00","5,62","20,70","151,00","7,70","119,00","835,00","147,00"
"523,00","858,00","235,00","478,00","14,20","39,20","223,00","2,71","62,60","368,00","328,00"
"538,00","843,00","365,00","578,00","3,62","24,80","219,00","15,70","583,00","3.051,00","1.241,00"
"255,00","429,00","271,00","414,00","9,31","79,10","514,00","62,60","164,00","791,00","939,00"
"198,00","349,00","217,00","437,00","7,04","77,70","533,00","92,20","43,70","271,00","147,00"
"1.999,00","3.051,00","172,00","289,00","2,41","56,70","269,00","12,60","66,10","429,00","113,00"
"204,00","164,00","300,00","542,00","10,70","22,50","136,00","3,72","50,90","211,00","311,00"
"237,00","325,00","281,00","562,00","6,67","21,30","111,00","5,42","46,10","281,00","300,00"
"644,00","1.084,00","500,00","851,00","11,20","45,70","365,00","1,00","71,70","433,00","359,00"
"588,00","874,00","308,00","583,00","11,30","89,80","583,00","11,90","57,30","313,00","219,00"
"1.526,00","2.371,00","229,00","396,00","9,31","27,40","198,00","5,67","49,60","319,00","79,10"
"1.596,00","2.267,00","426,00","843,00","25,90","54,70","346,00","14,70","138,00","947,00","372,00"
"253,00","325,00","274,00","449,00","26,70","27,10","137,00","3,37","120,00","791,00","219,00"
"410,00","717,00","189,00","375,00","17,60","10,50","8,90","13,10","184,00","1.055,00","269,00"
"3.368,00","4.958,00","410,00","632,00","28,60","21,50","83,50","75,00","26,40","146,00","80,60"
"31,60","64,40","437,00","757,00","16,40","76,40","533,00","21,30","74,30","474,00","215,00"
"173,00","279,00","1.446,00","2.436,00","70,40","90,60","679,00","5,05","85,10","474,00","233,00"
"730,00","1.208,00","233,00","379,00","9,47","51,90","163,00","18,10","196,00","1.084,00","389,00"
"83,50","96,50","1.263,00","2.072,00","17,60","15,50","107,00","10,00","92,20","547,00","141,00"
"184,00","316,00","211,00","343,00","1,07","34,90","231,00","8,82","96,50","673,00","219,00"
"99,10","124,00","407,00","757,00","21,10","2,39","8,43","11,70","198,00","1.197,00","316,00"
"355,00","632,00","1.640,00","2.480,00","118,00","43,30","286,00","10,60","115,00","667,00","355,00"
"264,00","407,00","165,00","470,00","108,00","56,70","403,00","9,91","31,90","244,00","87,40"
"392,00","604,00","64,90","110,00","8,82","172,00","1.055,00","8,98","229,00","1.370,00","392,00"
"474,00","750,00","52,30","82,00","3,46","47,40","255,00","7,64","858,00","4.332,00","1.027,00"
"956,00","1.446,00","552,00","956,00","25,50","41,40","331,00","2,94","69,80","389,00","132,00"
"410,00","644,00","188,00","316,00","6,67","24,40","141,00","10,40","1.046,00","5.425,00","2.267,00"
"108,00","179,00","799,00","1.298,00","16,10","58,30","305,00","32,80","71,70","392,00","198,00"
"225,00","359,00","337,00","573,00","16,40","49,10","322,00","51,90","131,00","692,00","305,00"
"274,00","396,00","133,00","204,00","7,30","33,10","178,00","1,01","10,60","79,90","322,00"
"346,00","583,00","1.911,00","2.943,00","100,00","132,00","632,00","40,00","153,00","882,00","264,00"
"1.512,00","2.167,00","186,00","322,00","14,70","18,40","84,30","6,44","69,80","400,00","104,00"
"132,00","237,00","799,00","1.407,00","18,90","28,40","178,00","9,56","93,10","519,00","262,00"
"97,30","161,00","181,00","346,00","4,78","50,50","352,00","1,63","542,00","3.220,00","453,00"
"221,00","340,00","449,00","858,00","17,20","20,70","125,00","3,65","229,00","1.219,00","806,00"
"255,00","418,00","233,00","382,00","8,35","58,30","325,00","5,23","64,90","500,00","135,00"
"150,00","231,00","186,00","328,00","7,77","48,70","284,00","2,94","120,00","621,00","898,00"
"253,00","403,00","95,60","164,00","11,50","74,30","542,00","16,50","60,40","340,00","136,00"
"922,00","1.420,00","297,00","426,00","30,80","2,76","19,50","99,10","1.046,00","5.186,00","2.247,00"
"211,00","284,00","284,00","599,00","11,10","112,00","655,00","34,90","63,80","362,00","175,00"
"97,30","64,40","91,40","170,00","7,17","147,00","914,00","11,80","67,90","433,00","202,00"
"167,00","253,00","205,00","379,00","8,20","13,30","73,00","12,70","53,80","294,00","191,00"
"632,00","1.065,00","322,00","538,00","11,70","94,70","679,00","18,30","43,70","225,00","730,00"
"85,10","150,00","947,00","1.596,00","18,60","87,40","562,00","10,90","61,50","426,00","313,00"
"205,00","334,00","87,40","151,00","6,32","225,00","1.382,00","74,30","142,00","874,00","264,00"
"302,00","487,00","496,00","882,00","22,70","28,10","146,00","20,70","23,50","146,00","121,00"
"573,00","939,00","102,00","186,00","1,12","130,00","820,00","30,50","66,70","478,00","319,00"
"269,00","362,00","227,00","349,00","14,50","137,00","1.000,00","30,20","259,00","1.459,00","305,00"
"843,00","1.275,00","146,00","279,00","10,40","64,40","400,00","4,91","64,40","418,00","142,00"
"1.554,00","2.187,00","723,00","1.310,00","23,70","31,10","198,00","8,82","914,00","4.656,00","874,00"
"193,00","237,00","289,00","478,00","8,13","8,51","46,10","81,30","32,80","211,00","35,20"
"274,00","396,00","204,00","355,00","2,02","75,70","372,00","9,22","55,20","311,00","233,00"
"562,00","843,00","547,00","973,00","13,50","50,50","294,00","11,10","53,30","349,00","175,00"
"382,00","487,00","359,00","573,00","7,70","42,90","264,00","3,62","91,40","578,00","211,00"
"1.155,00","1.700,00","255,00","466,00","8,66","23,90","130,00","8,74","73,00","457,00","175,00"
"1.075,00","1.625,00","155,00","289,00","5,38","17,30","100,00","13,30","139,00","882,00","178,00"
"294,00","400,00","183,00","325,00","3,00","27,90","176,00","2,53","157,00","890,00","365,00"
"644,00","1.144,00","237,00","385,00","17,60","55,20","253,00","11,40","76,40","487,00","131,00"
"22,30","24,80","200,00","343,00","7,23","40,70","279,00","12,60","33,70","200,00","137,00"
"343,00","470,00","737,00","2.035,00","93,10","69,80","478,00","17,20","193,00","1.275,00","410,00"
"160,00","207,00","241,00","433,00","6,79","10,30","75,70","4,33","14,10","72,30","241,00"
"445,00","710,00","331,00","632,00","8,35","33,40","196,00","81,30","743,00","3.924,00","1.298,00"
"66,10","95,60","255,00","457,00","10,70","16,40","97,30","11,10","68,50","392,00","269,00"
"533,00","874,00","12,50","15,70","17,50","81,30","466,00","8,66","125,00","743,00","281,00"
"129,00","193,00","70,40","109,00","6,92","28,90","163,00","2,81","35,90","244,00","85,80"
"173,00","241,00","241,00","418,00","11,70","163,00","1.046,00","5,88","1.104,00","5.989,00","2.436,00"
