praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
"44,90","2,57","87,40","599,00","168,00","33,40","44,10","1.310,00","1,00","4,49","1,13"
"42,90","4,41","20,90","16,70","6,44","40,00","33,70","313,00","1,00","1,18","1,19"
"57,80","1,51","11,10","229,00","37,20","8,90","16,00","313,00","1,00","1,00","1,00"
"43,30","1,38","31,60","71,00","18,10","24,60","35,20","445,00","1,45","58,30","1,63"
"46,10","1,00","17,80","136,00","31,10","10,10","9,73","433,00","1,00","104,00","1,65"
"112,00","7,04","60,40","410,00","89,00","9,22","17,80","302,00","1,00","422,00","3,52"
"58,30","1,58","24,80","61,00","18,40","196,00","284,00","4.573,00","1,00","3,49","1,53"
"23,70","3,34","28,90","29,40","10,90","42,20","48,30","649,00","1,00","10,50","1,76"
"18,10","1,00","23,10","12,60","7,43","21,30","23,50","279,00","1,00","17,90","8,66"
"30,50","1,01","16,80","40,30","25,00","14,10","24,60","274,00","2,79","21,70","1,36"
"25,50","3,16","26,70","83,50","29,20","23,50","27,10","274,00","1,00","136,00","7,30"
"31,10","1,30","3,59","22,90","35,50","20,00","19,60","359,00","1,00","1,00","1,38"
"25,30","2,25","14,70","198,00","23,50","75,00","90,60","1.186,00","1,00","1,00","1,57"
"33,10","2,46","29,40","24,80","4,96","12,50","17,90","300,00","1,00","10,50","1,32"
"38,90","1,00","25,90","115,00","30,50","15,40","36,50","583,00","1,00","1,00","1,81"
"66,70","8,06","21,90","6,10","9,82","66,70","82,00","1.009,00","1,54","90,60","1,98"
"44,50","5,78","14,70","108,00","30,20","5,05","11,30","281,00","1,00","308,00","1,65"
"56,70","1,86","4,22","6,21","20,00","4,10","26,20","437,00","1,00","6,98","1,00"
"40,00","1,88","20,90","13,30","19,50","17,50","23,90","346,00","1,00","2,27","1,19"
"26,90","2,64","12,50","178,00","29,40","5,83","6,92","281,00","1,00","1,07","1,00"
"16,40","9,65","25,70","37,90","14,60","24,10","25,70","355,00","1,00","1,01","1,00"
"139,00","6,92","15,40","115,00","16,10","7,70","17,80","474,00","2,37","9,56","1,13"
"35,90","5,83","25,70","28,60","12,70","28,40","30,80","334,00","1,00","1,00","4,49"
"50,50","1,01","19,30","13,70","16,40","19,60","20,70","281,00","1,00","1,00","1,00"
"31,60","1,70","21,90","26,20","16,40","26,40","32,80","279,00","1,00","4,91","1,64"
"51,90","1,03","89,80","542,00","150,00","18,80","25,00","281,00","3,75","1,11","1,50"
"39,20","1,55","19,80","155,00","15,80","14,10","18,60","316,00","1,00","1,00","2,00"
"54,70","1,01","18,60","250,00","38,20","22,10","20,50","325,00","1,00","1.322,00","47,40"
"46,60","1,01","20,00","17,50","19,10","8,35","19,80","311,00","1,00","1,75","1,00"
"21,90","3,62","8,90","389,00","72,30","9,73","13,50","368,00","1,00","7,91","1,22"
"33,70","1,46","17,90","23,90","17,90","7,43","13,10","346,00","1,58","1,26","1,70"
"4,10","1,00","20,20","19,80","12,30","41,80","76,40","1.055,00","1,00","3,52","1,76"
"38,90","1,60","27,40","18,10","2,05","16,70","18,90","368,00","8,20","300,00","1,11"
"31,10","2,50","20,50","160,00","21,30","15,40","24,60","244,00","2,81","302,00","8,58"
"56,20","15,10","13,80","143,00","23,50","5,88","12,00","253,00","1,00","13,70","1,00"
"58,30","1,00","9,91","19,50","24,10","22,70","32,20","264,00","3,59","2,81","1,43"
"37,90","1,01","29,40","22,90","19,80","36,80","53,30","1.186,00","1,00","11,80","1,96"
"29,20","3,25","14,70","126,00","11,50","12,50","15,10","337,00","1,00","4,41","2,13"
"26,20","1,72","62,10","457,00","121,00","2,64","18,40","157,00","1,00","1,01","1,68"
"25,50","2,31","12,70","64,40","23,10","7,84","6,79","300,00","1,00","1,50","1,72"
"34,30","1,17","13,20","165,00","25,50","19,60","23,10","292,00","1,00","1,00","2,29"
"1,00","1,32","14,50","17,30","18,10","1,38","1,00","117,00","17,20","1.811,00","6,73"
"29,40","2,69","8,98","109,00","43,30","8,20","16,40","233,00","1,05","6.098,00","25,90"
"79,90","27,40","10,90","193,00","42,90","24,80","34,30","407,00","1,00","2,00","1,00"
"50,00","1,58","11,40","131,00","22,50","22,70","29,20","723,00","1,00","1,38","1,00"
"30,50","2,41","20,70","54,70","22,50","10,40","13,70","308,00","1,00","1,22","1,89"
"25,00","5,57","21,70","35,20","23,50","34,90","38,50","410,00","3,72","1,00","1,58"
"28,60","2,86","23,50","28,40","11,50","32,50","36,80","337,00","4,91","16,40","7,10"
"36,80","1,00","20,50","26,90","15,50","12,60","16,10","496,00","1,00","25,50","1,00"
"21,70","1,67","43,70","60,40","40,30","29,20","39,60","400,00","1,50","10,40","1,49"
"138,00","1,00","16,40","204,00","27,10","10,20","28,40","396,00","1,00","4,57","1,43"
"77,70","1,20","12,10","131,00","23,30","71,70","115,00","1.670,00","1,00","1,00","1,15"
"14,60","1,37","14,30","302,00","37,90","76,40","123,00","1.275,00","1,00","13,60","1,63"
"27,60","1,41","18,80","117,00","40,30","5,73","10,20","578,00","28,90","10,20","1,65"
"36,80","1,93","37,90","29,40","26,70","15,80","22,30","331,00","1,00","3,37","1,00"
"35,50","2,27","22,70","16,80","4,10","53,30","69,20","717,00","1,61","19,80","1,00"
"2,23","2,71","10,20","40,70","50,00","21,90","29,20","403,00","25,70","505,00","9,22"
"29,40","10,10","31,10","32,20","8,35","82,80","95,60","1.582,00","8,28","3,43","1,00"
"130,00","47,00","9,31","157,00","31,90","33,40","54,20","685,00","1,00","8,06","1,01"
"2,86","1,00","21,90","319,00","59,40","11,40","17,60","375,00","1,00","18,30","1,24"
"50,00","6,26","10,40","117,00","34,60","12,40","15,40","207,00","2,97","167,00","3,02"
"38,90","1,01","31,10","27,10","26,70","4,70","31,30","331,00","1,00","1,00","1,12"
"10,10","1,04","9,56","219,00","53,80","14,10","19,60","433,00","1,47","1,00","1,75"
"11,10","1,65","25,00","14,60","1,49","76,40","83,50","1.407,00","1,00","1,41","2,00"
"66,10","1,01","9,47","19,60","33,70","15,70","16,50","235,00","1,58","6,38","1,49"
"52,80","25,30","32,80","21,90","9,22","15,80","20,00","346,00","1,06","1,00","2,05"
"28,10","1,38","51,40","322,00","120,00","6,98","17,00","355,00","1,00","221,00","2,19"
"94,70","5,38","22,70","21,90","4,66","5,83","7,99","248,00","1,00","1,00","1,00"
"36,50","1,55","31,30","29,20","17,50","14,90","13,70","262,00","1,00","1,00","1,37"
"44,50","4,70","30,80","91,40","22,70","2,02","5,94","692,00","9,47","1.582,00","4,10"
"46,60","1,01","19,60","14,30","1,78","11,00","16,30","246,00","19,60","973,00","14,90"
"16,70","4,37","14,90","178,00","40,30","10,20","10,70","368,00","1,00","1,01","1,83"
"43,70","2,39","38,20","382,00","131,00","15,40","20,70","292,00","1,00","11,80","3,65"
"46,60","1,38","12,70","21,10","24,80","16,70","25,90","297,00","1,60","3,59","1,83"
"28,40","2,23","20,50","136,00","38,50","13,20","20,20","382,00","14,50","5,33","1,01"
"58,30","1,01","16,80","16,70","13,30","13,20","12,50","271,00","3,52","2,44","1,29"
"35,50","1,01","35,50","200,00","65,50","13,30","9,31","319,00","1,00","7,57","1,00"
"4,10","6,98","15,10","14,20","7,64","8,82","12,40","308,00","1,00","10,90","1,39"
"40,30","1,25","16,50","37,50","17,30","10,10","17,50","175,00","1,00","1,38","3,22"
"50,50","2,37","10,60","269,00","33,40","12,50","8,98","281,00","1,00","4,22","1,21"
"38,50","1,01","17,50","167,00","28,90","60,40","62,10","965,00","1,81","1,00","1,70"
"2,53","1,00","20,00","98,20","22,70","23,30","31,30","311,00","1,36","1,19","1,32"
"10,90","4,96","14,30","16,10","20,70","11,30","17,60","284,00","2,92","1,00","2,92"
"61,50","1,78","132,00","241,00","136,00","15,10","18,60","276,00","1,49","2.247,00","2,15"
"38,50","2,07","19,60","80,60","23,10","15,30","21,70","292,00","1,00","500,00","4,49"
"50,90","2,15","29,20","21,70","38,90","18,60","25,90","407,00","1,45","111,00","11,90"
"113,00","1,01","20,70","23,90","16,30","9,31","15,10","289,00","1,00","61,00","1,00"
"50,00","1,01","10,90","8,82","18,90","29,70","32,50","292,00","1,00","13,30","1,38"
"36,20","1,01","20,00","28,60","8,90","5,09","15,30","449,00","1,05","5,62","4,49"
"44,10","3,52","15,70","115,00","35,90","5,00","12,60","704,00","7,84","12,70","2,76"
"5,38","4,10","49,60","414,00","73,00","12,50","17,30","284,00","2,81","1,01","1,33"
"47,80","1,01","15,50","123,00","36,80","11,50","17,00","319,00","1,00","1,01","1,11"
"49,60","1,89","30,00","24,80","5,14","14,10","16,00","241,00","1,00","1,00","2,50"
"168,00","1,00","23,70","27,10","17,50","2,94","15,40","604,00","1,00","48,30","1,00"
"30,50","1,76","33,70","35,20","33,70","12,00","67,30","2.350,00","1,00","1,00","2,25"
"38,20","1,11","11,00","227,00","37,90","4,26","36,50","77,00","1,00","1,00","1,63"
"4,83","1,35","29,20","10,40","4,49","4,33","9,39","331,00","1,00","100,00","1,08"
"26,90","1,36","20,20","105,00","36,20","2,19","8,28","851,00","1,00","1,53","1,01"
"64,40","1,01","6,49","168,00","37,50","14,10","20,50","244,00","1,00","13,00","1,10"
"27,10","3,25","14,60","13,00","10,70","29,20","32,80","396,00","10,30","1,72","1,05"
"23,10","1,72","21,90","136,00","53,80","9,47","13,50","359,00","1,00","102,00","1,15"
"30,00","4,96","22,90","22,90","11,20","5,14","24,80","533,00","1,00","4,37","1,07"
"38,20","1,01","28,40","15,70","17,00","3,72","34,90","59,90","1,00","1,00","1,30"
"42,90","1,00","38,90","18,60","30,20","8,13","11,70","286,00","1,00","1,01","1,00"
"105,00","1,01","17,90","217,00","57,30","33,70","42,90","632,00","1,00","138,00","1,79"
"35,50","1,81","14,10","184,00","24,10","17,30","31,10","396,00","1,00","1,00","1,01"
"5,42","1,00","23,90","14,10","16,40","15,80","16,40","294,00","1,00","1,00","1,00"
"53,80","14,30","4,26","5,00","4,26","20,40","22,70","337,00","1,00","1,00","1,00"
"26,90","1,01","22,10","6,32","18,40","2,67","9,91","184,00","1,00","1,00","1,21"
"13,20","1,31","23,70","78,40","33,70","25,50","33,10","241,00","2,15","523,00","2,59"
"63,20","4,00","19,30","22,50","6,10","17,60","28,90","931,00","1,00","136,00","1,93"
"35,20","1,84","14,10","3,46","14,60","2,46","6,79","478,00","1,26","1,13","1,11"
"3,22","1,46","22,70","22,10","11,40","50,90","71,00","874,00","1,00","1,00","1,01"
"34,30","1,76","6,67","18,80","14,30","27,90","43,70","552,00","1,00","8,06","1,01"
"35,20","2,55","26,70","16,00","5,14","6,44","1,20","142,00","6,55","6,21","1,25"
"24,10","2,35","36,50","46,60","37,50","29,20","37,20","851,00","8,20","276,00","1,25"
"47,40","1,67","66,70","311,00","100,00","3,92","16,80","505,00","1,00","43,30","1,00"
"46,10","2,97","20,50","21,90","1,00","11,50","20,40","583,00","1,09","7,99","1,00"
"35,20","4,57","10,60","188,00","32,80","42,60","53,30","626,00","1,00","1,00","1,79"
"47,40","3,43","22,90","111,00","30,80","54,20","72,30","1.219,00","1,00","4,70","1,54"
"100,00","1,21","12,40","155,00","43,30","10,40","16,30","269,00","1,00","25,90","1,58"
"30,00","3,68","16,00","12,90","18,40","19,60","20,70","382,00","1,81","1,72","3,59"
"49,60","9,39","16,70","217,00","31,30","18,30","26,90","279,00","2,09","1,39","3,05"
"56,70","2,17","2,50","12,00","22,70","10,90","22,70","890,00","2,92","30,20","2,05"
"45,30","3,68","7,23","111,00","21,90","7,57","62,60","557,00","1,78","1,00","1,42"
"38,90","2,31","41,00","410,00","80,60","20,40","25,90","302,00","12,60","302,00","6,10"
"38,90","2,62","13,80","204,00","41,40","26,70","34,00","692,00","2,04","22,10","4,10"
"33,70","4,70","49,10","362,00","98,20","11,90","16,30","346,00","1,00","3,34","1,45"
"1,39","1,60","20,50","18,30","1,65","33,70","35,50","441,00","1,00","1,36","1,60"
"32,20","3,46","23,10","16,80","10,40","8,13","16,50","346,00","1,00","1,63","1,00"
"42,90","4,57","25,50","12,90","8,06","31,10","38,90","882,00","1,00","1,00","1,43"
"10,40","1,01","19,60","55,70","11,50","1,93","7,30","655,00","1,00","1,00","1,00"
"21,90","2,53","23,90","20,50","1,00","22,30","21,10","279,00","1,02","2,92","1,32"
"34,30","1,00","12,60","138,00","13,10","34,90","48,70","2.148,00","1,00","77,00","1,00"
"37,90","2,07","72,30","644,00","141,00","36,20","40,00","698,00","1,00","158,00","1,32"
"32,50","4,29","21,70","161,00","32,20","63,80","89,00","1.911,00","1,00","38,20","1,89"
"108,00","1,00","11,10","127,00","26,40","14,60","20,70","286,00","1,00","45,70","1,15"
"61,00","1,10","19,80","15,80","5,38","44,10","52,80","947,00","1,00","4,10","1,49"
"31,10","1,06","63,80","77,70","38,90","40,30","42,90","302,00","1,00","14,90","1,25"
"58,30","2,19","79,10","514,00","136,00","35,90","47,00","692,00","12,90","1.018,00","1,57"
"44,10","1,00","47,40","84,30","64,40","13,70","23,90","284,00","2,17","37,50","4,07"
"30,00","3,28","15,70","47,00","40,70","19,80","17,30","274,00","1,00","17,90","1,54"
"38,90","2,21","14,50","179,00","17,30","33,40","76,40","1.094,00","1,00","1,00","1,53"
"44,10","1,01","13,50","9,56","3,85","13,10","19,30","389,00","1,00","1,05","2,27"
"44,50","1,05","7,17","23,50","4,66","13,80","16,40","319,00","1,00","6,79","1,58"
"124,00","1,00","55,70","244,00","75,70","21,50","25,50","375,00","2,57","4,78","10,90"
"36,50","1,01","20,90","32,50","16,00","77,00","103,00","2.371,00","1,00","9,06","1,55"
"111,00","1,01","91,40","259,00","97,30","31,30","31,10","340,00","1,00","142,00","1,54"
"34,00","6,55","2,64","10,30","8,20","9,91","16,40","400,00","1,30","4,83","1,18"
"32,50","3,65","14,50","157,00","20,50","22,50","27,90","365,00","1,00","1,00","1,00"
"29,20","1,01","11,70","29,40","21,30","5,42","26,20","470,00","1,00","1,18","1,00"
"15,30","7,91","16,80","130,00","20,00","10,70","16,00","271,00","1,00","250,00","4,14"
"14,50","2,69","18,40","137,00","48,70","12,00","13,30","334,00","1,00","85,10","10,60"
"82,00","1,35","14,90","137,00","35,50","14,90","17,80","334,00","1,00","3,59","1,00"
"85,10","3,40","11,40","213,00","20,40","5,78","10,00","396,00","1,00","2,84","1,00"
"14,10","1,00","22,10","79,10","13,30","7,91","10,00","368,00","2,05","1.843,00","1,09"
"39,20","1,65","20,90","155,00","49,60","27,60","36,20","385,00","4,91","9,56","7,57"
"131,00","5,99","18,30","16,80","7,04","12,00","12,20","276,00","4,87","227,00","2,46"
"23,30","1,04","15,70","205,00","49,60","12,20","18,10","334,00","1,00","1,00","1,00"
"32,80","1,00","22,90","31,90","20,00","28,40","43,70","737,00","1,00","1,00","1,17"
"40,00","6,26","15,50","106,00","9,91","19,60","28,60","385,00","1,00","1,01","1,00"
"39,20","3,62","22,30","26,70","21,50","7,04","25,00","437,00","1,00","10,30","1,15"
"29,20","1,29","21,70","23,30","15,10","4,29","6,21","426,00","1,84","1,00","3,72"
"66,10","1,01","20,90","7,64","24,10","3,75","17,50","457,00","8,43","125,00","1,08"
"58,30","1,00","14,20","129,00","38,50","19,80","26,40","331,00","1,00","147,00","2,84"
"29,70","1,00","12,50","92,20","17,50","26,20","41,80","1.144,00","4,18","41,80","1,61"
"42,20","1,88","16,40","22,30","20,40","2,39","10,10","217,00","1,00","99,10","1,42"
"36,50","1,04","24,10","6,44","28,90","15,70","17,30","300,00","1,00","1,00","1,68"
"58,30","10,20","16,70","26,90","24,80","6,92","13,60","1.065,00","7,37","400,00","5,88"
"36,20","2,27","14,20","200,00","36,80","6,85","16,00","491,00","1,00","5,78","1,17"
"50,00","1,06","25,50","27,40","3,68","10,20","13,00","292,00","2,33","12,30","1,53"
"30,20","2,05","19,10","21,90","14,60","40,00","56,20","1.134,00","1,00","5,88","1,79"
"53,30","1,53","46,10","379,00","102,00","38,50","55,70","392,00","5,19","588,00","2,35"
"46,10","2,44","39,60","362,00","66,10","4,07","8,58","233,00","5,28","2,35","1,10"
"8,66","1,01","10,20","10,60","14,50","2,59","12,30","248,00","22,10","72,30","4,74"
"31,10","2,86","25,90","17,30","12,00","16,70","18,10","349,00","23,10","692,00","10,70"
"24,80","4,00","23,90","27,60","23,70","64,90","67,30","305,00","1,00","1,00","1,12"
"54,20","1,00","1,50","23,90","16,10","34,90","41,80","355,00","12,50","483,00","1,06"
"46,60","1,73","11,00","133,00","25,50","11,80","13,20","246,00","1,00","105,00","4,45"
"30,80","1,00","20,90","196,00","38,90","57,80","62,60","743,00","1,00","1,00","1,60"
"22,50","1,36","17,20","241,00","28,40","7,99","45,70","403,00","1,19","31,60","1,38"
"124,00","4,91","27,40","219,00","67,90","52,30","71,70","1.065,00","1,00","1,01","1,72"
"49,10","1,00","16,30","175,00","24,80","106,00","121,00","1.298,00","1,00","1.155,00","1,64"
"68,50","3,02","23,10","27,10","13,20","11,40","17,80","461,00","1,00","11,90","2,35"
"59,40","1,01","9,31","281,00","30,00","23,70","25,30","349,00","1,00","1,01","1,25"
"6,21","2,11","9,82","127,00","25,50","14,30","29,40","466,00","4,29","25,50","1,00"
"35,20","3,16","21,90","38,50","51,40","3,62","16,70","259,00","1,00","1,00","1,27"
"49,10","2,25","11,00","292,00","34,00","30,50","37,50","379,00","1,00","90,60","2,74"
"44,90","3,08","27,60","2,27","41,00","8,06","10,50","382,00","1,00","1,00","1,00"
"48,30","1,32","17,20","145,00","16,40","9,31","24,10","1.219,00","1,00","1,00","1,00"
"33,40","3,16","18,80","69,80","7,84","7,70","12,60","328,00","1,00","28,10","1,10"
"47,00","2,00","47,00","56,70","48,70","8,51","14,20","368,00","1,00","15,00","1,89"
"125,00","1,43","5,42","223,00","29,40","21,10","18,90","313,00","1,00","9,39","1,50"
"47,00","1,30","47,40","115,00","22,10","8,28","12,10","300,00","1,64","1,84","1,42"
"10,20","1,60","22,50","18,60","20,90","7,37","16,00","615,00","8,28","271,00","1,64"
"34,90","3,02","30,80","24,10","20,40","18,80","19,50","239,00","39,20","28,40","7,99"
"58,80","5,33","18,60","18,90","7,10","23,10","29,40","248,00","20,20","5,14","1,60"
"40,70","2,23","19,30","27,40","15,30","8,28","6,49","221,00","1,00","82,00","2,46"
"31,90","2,37","8,51","227,00","37,20","26,20","35,90","340,00","2,35","1,00","1,39"
"45,30","1,00","28,40","14,90","4,10","20,70","23,70","281,00","1,00","221,00","3,55"
"48,70","2,23","19,10","22,70","11,50","30,80","44,50","750,00","1,00","5,23","1,96"
"30,00","1,21","55,20","449,00","117,00","9,06","11,40","400,00","1,00","1,00","1,03"
"1,00","2,07","22,30","135,00","21,30","26,90","33,40","368,00","1,19","14,30","2,29"
"34,60","1,64","13,20","133,00","30,80","6,61","9,39","514,00","1,00","1,00","1,19"
"40,70","2,69","21,70","183,00","56,20","17,30","15,30","269,00","1,00","1,96","1,11"
"43,70","4,07","34,60","31,60","11,40","4,96","6,15","257,00","1,00","6,61","2,02"
"60,40","1,01","16,70","157,00","22,30","37,20","44,10","784,00","1,00","3,02","1,42"
"36,50","3,85","14,90","127,00","20,00","25,70","31,60","334,00","1,00","3,02","1,30"
"22,30","2,35","24,80","24,60","3,55","11,00","14,70","340,00","1,00","1,35","1,00"
"39,20","1,01","16,70","8,90","2,35","61,00","67,30","1.075,00","1,00","13,80","1,00"
"8,28","1,00","12,30","117,00","8,06","7,50","18,80","599,00","1,00","1,00","1,00"
"26,70","2,76","10,70","284,00","46,60","7,91","21,50","1.114,00","2,07","28,40","1,70"
"39,20","1,32","28,10","40,00","18,40","34,90","42,90","523,00","1,15","1,01","4,22"
"57,30","7,57","10,80","100,00","20,70","9,65","13,10","286,00","1,00","30,50","1,98"
"41,00","2,71","15,50","97,30","34,90","26,40","29,40","313,00","1,00","1,01","1,00"
"12,00","7,57","20,00","18,90","10,90","20,50","32,50","368,00","1,00","1,00","1,38"
"31,60","1,78","18,80","18,90","3,13","23,50","28,10","414,00","1,00","15,80","2,71"
"33,40","2,39","7,50","205,00","35,20","92,20","106,00","1.843,00","1,00","2,81","4,22"
"40,70","4,07","20,00","15,50","7,17","13,00","17,30","297,00","1,00","1,61","1,21"
"40,30","1,01","18,30","99,10","42,60","21,70","34,00","449,00","1,00","1,27","1,00"
"31,30","2,44","17,90","57,80","11,70","8,51","14,70","328,00","1,00","108,00","2,15"
"31,60","2,39","5,33","183,00","31,60","10,60","12,50","382,00","1,42","120,00","1,67"
"35,50","1,58","16,30","90,60","18,80","12,50","37,50","743,00","1,00","1,02","1,00"
"30,00","4,87","11,00","175,00","18,90","6,32","16,80","233,00","1,00","1,06","1,35"
"24,80","2,86","10,00","20,40","17,50","13,80","12,00","352,00","1,00","1,41","1,01"
"24,80","2,69","13,50","164,00","31,30","18,80","27,60","281,00","1,00","1,43","1,46"
"85,80","22,90","28,40","28,90","18,40","11,50","13,50","239,00","1,00","1,13","1,00"
"8,66","1,00","7,77","213,00","32,80","16,40","20,40","334,00","1,00","1,72","1,00"
"78,40","2,89","26,90","33,40","7,50","17,90","22,30","359,00","1,11","1,79","1,42"
"62,10","1,03","9,91","205,00","35,50","9,14","12,00","253,00","3,16","259,00","1,19"
"42,20","7,64","35,50","372,00","77,00","30,00","28,90","349,00","5,52","2,71","1,27"
"35,20","1,29","39,20","279,00","64,40","10,90","15,70","319,00","1,06","1,01","1,23"
"13,80","1,00","21,90","16,40","13,70","52,80","61,00","1.065,00","1,00","1,00","1,03"
"7,64","1,27","12,70","139,00","38,50","8,82","9,91","300,00","1,00","1,00","1,37"
"35,90","2,02","13,80","112,00","7,43","77,00","93,10","1.582,00","1,00","1,01","1,23"
"28,60","2,48","20,40","20,90","6,10","15,80","25,00","257,00","4,03","1,00","1,33"
"60,40","9,82","34,30","50,90","32,50","22,30","21,70","269,00","1,00","157,00","1,67"
"31,90","1,22","16,40","231,00","37,50","7,57","14,90","248,00","1,00","12,60","1,72"
"23,70","2,11","15,00","120,00","25,90","40,00","45,70","737,00","1,00","1,83","1,11"
"47,80","7,70","25,70","26,90","13,90","37,20","40,00","349,00","2,41","104,00","3,79"
"58,30","10,40","28,60","25,70","14,20","29,70","27,60","237,00","24,10","2.017,00","1,22"
"53,80","1,01","5,42","15,80","62,60","8,66","11,10","300,00","1,00","1,07","1,60"
"28,90","10,10","50,50","253,00","73,00","67,90","79,90","1.526,00","1,00","3,08","1,01"
"35,90","3,85","32,50","37,20","19,60","4,33","14,30","331,00","1,00","12,60","1,29"
"85,10","1,00","18,30","17,00","6,73","49,10","61,50","806,00","8,28","294,00","2,29"
"40,00","1,73","17,90","19,30","15,70","69,20","90,60","1.731,00","1,61","13,80","1,53"
"40,30","3,59","23,90","35,50","62,60","27,90","47,80","649,00","1,00","1,36","2,02"
"40,00","3,72","17,50","123,00","28,40","12,60","14,70","233,00","1,00","59,90","2,74"
"31,30","3,43","19,80","25,90","16,50","21,70","21,70","281,00","1,00","16,30","1,19"
"26,20","2,19","11,90","188,00","35,50","61,00","87,40","1.286,00","1,00","1,01","2,76"
"48,70","1,58","21,90","21,90","14,20","5,00","12,60","346,00","1,00","4,49","13,10"
"51,40","1,01","22,30","25,50","31,60","8,90","15,10","328,00","1,00","10,80","2,33"
"62,60","1,08","18,40","12,70","13,00","74,30","85,10","1.252,00","1,00","2,21","1,75"
"44,50","1,01","20,00","12,70","13,60","2,67","10,00","372,00","1,00","2,37","7,70"
"47,00","1,00","21,70","120,00","10,60","2,92","16,80","255,00","1,68","4,70","9,56"
"28,60","2,39","11,00","168,00","18,40","29,40","38,90","407,00","1,00","1,01","1,55"
"35,90","2,62","29,70","29,20","28,10","44,90","52,80","799,00","2,41","349,00","3,22"
"22,70","2,17","9,73","284,00","14,10","12,20","20,70","359,00","1,33","17,90","1,20"
"47,40","2,13","18,90","19,60","6,61","18,10","22,30","294,00","2,86","1,00","1,18"
"41,00","1,83","25,00","18,80","21,70","50,50","55,20","673,00","2,21","3,02","1,00"
"25,70","2,19","20,20","23,10","18,30","14,20","22,70","297,00","1,00","1,01","2,37"
"33,40","2,94","16,50","93,90","20,70","52,80","59,90","1.219,00","3,37","62,60","4,07"
"1,02","2,13","33,70","163,00","55,70","6,55","12,60","626,00","1,31","25,50","1,09"
"20,50","10,80","16,10","111,00","17,90","20,00","25,50","316,00","1,00","96,50","2,31"
"39,20","1,01","17,30","137,00","25,30","7,77","15,30","274,00","3,79","101,00","2,09"
"31,30","1,51","29,70","37,90","22,70","19,10","17,30","235,00","1,00","109,00","1,38"
"51,90","1,01","30,00","35,20","29,70","35,90","48,30","649,00","1,00","28,40","1,72"
"39,60","1,24","19,10","25,00","17,60","20,00","34,00","375,00","1,00","14,10","1,49"
"47,00","1,64","23,50","9,31","5,33","64,90","68,50","947,00","1,00","2,97","1,37"
"35,50","1,13","18,30","137,00","35,20","16,50","23,30","359,00","4,45","157,00","1,53"
"67,30","21,90","8,90","205,00","34,90","28,60","34,90","276,00","3,11","95,60","3,37"
"22,30","3,34","34,90","271,00","55,20","11,70","31,90","567,00","3,00","1,00","1,61"
"139,00","4,66","30,80","54,70","84,30","59,90","69,20","1.037,00","1,00","154,00","1,72"
"41,80","2,59","30,50","17,60","19,60","2,67","10,20","1.037,00","1,00","1,00","1,00"
"5,09","1,31","18,10","117,00","20,00","7,30","8,90","352,00","1,00","19,10","1,45"
"17,60","10,60","12,90","141,00","42,20","8,13","9,47","289,00","12,90","3,65","1,96"
"38,20","3,68","18,40","82,80","18,80","17,30","72,30","2.525,00","1,00","7,64","1,19"
"36,80","1,47","15,10","82,00","34,00","2,44","6,85","255,00","1,04","1,00","3,19"
"49,10","1,86","1,49","18,90","7,77","15,70","16,50","308,00","4,66","1,01","2,00"
"58,80","1,81","12,70","231,00","35,20","9,31","13,70","302,00","63,20","2.525,00","12,60"
"44,50","1,00","23,90","48,70","5,05","8,66","25,50","552,00","1,47","9,06","4,53"
"24,60","6,73","27,40","20,50","1,01","35,50","37,50","319,00","2,25","184,00","3,55"
"6,44","1,95","16,80","24,10","23,30","9,47","18,40","2.129,00","2,35","1,00","1,06"
"31,90","1,54","15,10","143,00","7,04","11,90","17,30","328,00","2,07","1,00","1,06"
"9,56","1,06","27,10","77,70","22,10","12,90","17,30","368,00","1,00","1,00","1,06"
"1,95","1,06","21,50","36,50","18,60","23,90","25,90","407,00","1,00","1,00","1,21"
"91,40","2,07","14,10","14,30","7,10","14,10","45,30","750,00","1,00","1,09","1,00"
"57,30","2,15","18,40","62,10","27,40","9,82","9,31","279,00","1,00","3,49","1,00"
"40,70","5,33","13,50","18,40","15,80","33,10","44,10","965,00","17,60","311,00","30,50"
"153,00","1,84","25,70","19,60","16,30","12,40","21,30","334,00","2,33","27,90","2,25"
"27,90","1,01","24,80","99,10","31,60","12,20","18,40","466,00","2,67","175,00","1,60"
"43,70","1,00","12,60","17,00","25,00","35,90","50,50","791,00","1,00","186,00","1,37"
"22,30","2,92","44,90","165,00","82,80","14,60","24,80","346,00","1,00","19,80","3,85"
"37,90","2,81","13,60","179,00","16,10","7,50","54,20","604,00","1,00","1,00","2,71"
"51,40","2,27","16,10","66,10","10,80","37,20","52,80","1.134,00","1,57","82,00","3,68"
"28,90","1,00","20,70","168,00","25,00","14,90","38,50","1.114,00","1,00","14,30","1,88"
"68,50","7,43","26,70","27,10","8,51","28,40","30,80","311,00","7,50","241,00","1,45"
"51,40","4,57","12,10","29,20","16,10","18,60","30,50","382,00","1,00","196,00","3,16"
"34,30","1,42","11,10","146,00","15,50","54,70","74,30","1.731,00","4,91","483,00","1,51"
"38,20","2,29","35,90","27,60","18,60","16,40","26,20","422,00","2,35","1,00","1,49"
"27,60","1,23","18,90","239,00","29,40","88,20","110,00","2.110,00","2,97","63,80","1,06"
